date,open,close,high,low,volume,amount
2016-12-07,1825.52,1841.34,1841.71,1812.36,22989795,22840880896.0
2016-12-08,1840.61,1819.83,1840.61,1817.12,21972545,21429039616.0
2016-12-09,1813.17,1852.7,1858.26,1811.12,34515361,33687223040.0
2016-12-12,1842.18,1785.59,1843.93,1777.08,49439235,44079905024.0
2016-12-13,1774.47,1796.96,1804.21,1761.73,35963233,31697821952.0
2016-12-14,1788.31,1761.05,1790.91,1759.8,42441758,36990506240.0
2016-12-15,1751.19,1761.36,1772.28,1748.3,31846202,28260062464.0
2016-12-16,1754.54,1761.86,1769.45,1750.35,26212470,23641528320.0
2016-12-19,1761.1,1752.05,1769.44,1748.89,24422805,21527070976.0
2016-12-20,1753.58,1752.22,1756.3,1737.55,26164082,21370564096.0
2016-12-21,1758.95,1794.15,1802.21,1756.91,42393448,35990748160.0
2016-12-22,1787.16,1799.35,1801.57,1785.13,31218421,27677549824.0
2016-12-23,1797.53,1789.56,1807.21,1789.02,33028231,29992469504.0
2016-12-26,1777.99,1810.58,1814.26,1760.84,30555010,27714710784.0
2016-12-27,1810.35,1805.13,1820.64,1803.15,27524874,25465361920.0
2016-12-28,1802.56,1786.03,1806.14,1780.91,21873496,19605348096.0
2016-12-29,1781.1,1788.52,1798.18,1771.62,22129011,19899734784.0
2016-12-30,1788.8,1775.97,1795.96,1763.76,22272849,20436484864.0
2017-01-03,1775.26,1794.35,1795.92,1775.26,20047456,17808079104.0
2017-01-04,1793.95,1814.2,1816.07,1793.09,25212442,23005599232.0
2017-01-05,1811.47,1825.7,1825.9,1808.68,27106900,24464137216.0
2017-01-06,1824.12,1819.11,1832.76,1817.48,26246591,23827171328.0
2017-01-09,1816.06,1837.91,1838.03,1814.29,27367363,25469064704.0
2017-01-10,1833.44,1822.63,1837.57,1821.22,26269526,23475828992.0
2017-01-11,1817.38,1799.89,1824.64,1795.17,30479068,25735365888.0
2017-01-12,1794.7,1784.11,1808.93,1783.98,25651002,20975783424.0
2017-01-13,1781.21,1778.41,1789.33,1769.83,22868263,19398743808.0
2017-01-16,1771.4,1775.25,1779.39,1727.72,38390344,31856053504.0
2017-01-17,1763.68,1775.03,1776.22,1754.45,16579802,13865501952.0
2017-01-18,1774.13,1788.35,1798.88,1772.42,19397117,16797380864.0
2017-01-19,1779.95,1772.26,1789.79,1768.31,16456243,14089768960.0
2017-01-20,1769.45,1786.14,1788.36,1768.74,14282952,12338196224.0
2017-01-23,1787.76,1801.23,1803.45,1787.76,17179777,15133914880.0
2017-01-24,1800.28,1802.28,1810.34,1796.78,15591911,13436710400.0
2017-01-25,1799.43,1813.71,1814.31,1797.04,17691021,15491011328.0
2017-01-26,1813.67,1812.36,1820.66,1804.46,16177886,14075340544.0
2017-02-03,1812.67,1806.96,1815.22,1805.12,12024012,11200203776.0
2017-02-06,1806.88,1816.13,1822.04,1802.6,18673046,16776600064.0
2017-02-07,1814.64,1813.03,1818.84,1803.28,17708807,15541326336.0
2017-02-08,1809.48,1825.12,1825.55,1799.32,22805631,19854118912.0
2017-02-09,1823.08,1844.75,1846.89,1821.55,31840580,29437538304.0
2017-02-10,1845.85,1880.53,1894.01,1845.85,49341053,44795952640.0
2017-02-13,1882.57,1890.7,1901.08,1879.88,37763289,35308137472.0
2017-02-14,1889.29,1903.05,1903.68,1882.74,30448877,29286887680.0
2017-02-15,1897.69,1873.76,1900.16,1868.46,34545591,31627992576.0
2017-02-16,1871.07,1885.13,1885.9,1868.64,26218630,23710588416.0
2017-02-17,1883.19,1860.29,1884.05,1857.73,29044365,26086313472.0
2017-02-20,1860.65,1894.61,1895.17,1860.65,33867539,31045097216.0
2017-02-21,1895.96,1894.65,1897.65,1885.26,25800708,23863836416.0
2017-02-22,1893.94,1900.65,1902.75,1887.25,26795591,25208532480.0
2017-02-23,1900.07,1887.44,1904.68,1876.4,27175810,25260245504.0
2017-02-24,1884.26,1896.06,1897.84,1872.84,28293519,25058582272.0
2017-02-27,1889.66,1871.6,1896.05,1869.22,24043787,22668427776.0
2017-02-28,1873.36,1884.05,1884.55,1868.15,18535244,18021881088.0
2017-03-01,1882.69,1891.98,1903.8,1878.44,26532435,25785311232.0
2017-03-02,1895.07,1870.69,1898.07,1870.18,23822228,22113381376.0
2017-03-03,1862.71,1865.08,1865.22,1853.27,20467747,18599163392.0
2017-03-06,1864.25,1870.25,1870.43,1858.98,17669870,17116060672.0
2017-03-07,1869.67,1862.87,1870.44,1859.47,20017555,18327909120.0
2017-03-08,1864.17,1875.71,1883.26,1862.12,24866666,22396635136.0
2017-03-09,1870.61,1855.48,1870.82,1846.09,22390985,20323000832.0
2017-03-10,1852.36,1847.83,1857.21,1845.51,16761599,15665911040.0
2017-03-13,1845.51,1858.96,1861.93,1835.18,20994567,19738387200.0
2017-03-14,1858.22,1859.75,1865.99,1853.9,16332550,15481411584.0
2017-03-15,1857.71,1864.44,1868.63,1850.31,17891231,17016552192.0
2017-03-16,1874.17,1883.14,1886.94,1874.17,24240055,25273766144.0
2017-03-17,1886.45,1869.85,1889.96,1866.54,26326013,27405175552.0
2017-03-20,1873.5,1884.16,1885.79,1868.25,21735557,22705409536.0
2017-03-21,1883.32,1897.44,1898.09,1879.44,23647099,24727144448.0
2017-03-22,1887.61,1906.03,1920.68,1882.75,33143696,34144923648.0
2017-03-23,1905.59,1908.8,1911.4,1884.72,29167094,29839318272.0
2017-03-24,1909.5,1950.38,1966.48,1904.27,51607685,50623435008.0
2017-03-27,1944.58,1931.59,1963.02,1930.83,38081273,35991832064.0
2017-03-28,1930.2,1931.03,1941.24,1920.34,31267479,29484777216.0
2017-03-29,1933.06,1943.53,1966.41,1929.19,46504264,41372668416.0
2017-03-30,1939.36,1919.33,1947.38,1906.41,51189571,43633846784.0
2017-03-31,1916.92,1910.35,1920.04,1898.51,35430302,30621720832.0
2017-04-05,1941.36,1964.55,1967.28,1931.8,50604337,46249213440.0
2017-04-06,1973.3,2002.54,2019.34,1963.54,54445811,51592188672.0
2017-04-07,2005.79,1998.52,2012.27,1993.09,41312608,40183857152.0
2017-04-10,2001.04,2007.01,2017.98,1999.26,38300344,38319382272.0
2017-04-11,2008.32,2042.68,2049.31,1998.58,55193846,55881383168.0
2017-04-12,2040.4,2014.02,2041.88,2004.17,44280051,59814609664.0
2017-04-13,2003.4,2005.2,2011.0,1998.06,28086602,26308135424.0
2017-04-14,2005.21,1984.1,2011.35,1977.83,29252409,27379326464.0
2017-04-17,1977.8,1978.93,1987.6,1962.49,28482913,31623171584.0
2017-04-18,1977.66,1971.07,1995.66,1970.62,28770248,34194788352.0
2017-04-19,1963.91,1954.99,1968.77,1925.84,30546413,29949608704.0
2017-04-20,1951.74,1972.52,1973.19,1944.58,29278212,33595007744.0
2017-04-21,1971.99,1960.4,1978.76,1946.07,25756516,30829669632.0
2017-04-24,1951.56,1899.21,1951.6,1876.89,33204088,34937204992.0
2017-04-25,1890.36,1896.14,1905.56,1874.73,21947046,25513477888.0
2017-04-26,1894.8,1882.93,1902.76,1879.23,24363425,27434028544.0
2017-04-27,1871.7,1887.5,1892.89,1835.57,30978394,32377799424.0
2017-04-28,1879.33,1887.44,1887.61,1873.64,19221514,21833864704.0
2017-05-02,1886.13,1892.21,1902.72,1883.45,19038893,22422154240.0
2017-05-03,1888.55,1878.83,1899.86,1873.87,21477723,24138806528.0
2017-05-04,1871.46,1883.71,1904.95,1857.78,26861635,28836105216.0
2017-05-05,1876.48,1868.23,1881.84,1862.33,26630159,27451424512.0
2017-05-08,1861.39,1837.62,1866.83,1819.29,31866533,33352754944.0
2017-05-09,1825.91,1836.9,1841.29,1814.42,17692387,18652342016.0
2017-05-10,1838.04,1802.45,1847.76,1800.95,20537386,21615486208.0
2017-05-11,1791.0,1827.95,1828.35,1786.59,25926925,25574663680.0
2017-05-12,1824.61,1827.35,1837.34,1815.72,19934556,20410910720.0
2017-05-15,1837.05,1815.75,1841.72,1814.11,18799944,19922865408.0
2017-05-16,1808.47,1824.71,1824.86,1779.92,22669610,23829451008.0
2017-05-17,1821.95,1828.06,1835.63,1818.9,19973042,21313171968.0
2017-05-18,1814.1,1814.94,1823.76,1807.25,17863865,19118721536.0
2017-05-19,1813.55,1808.99,1818.9,1801.7,15890881,16481563648.0
2017-05-22,1808.05,1791.59,1808.24,1774.95,20126395,19225310976.0
2017-05-23,1785.27,1782.2,1786.27,1759.71,23099798,23201965312.0
2017-05-24,1771.69,1789.96,1790.22,1757.72,15492691,15752973056.0
2017-05-25,1786.45,1814.52,1819.98,1780.1,20718345,21366946560.0
2017-05-26,1814.44,1820.64,1830.73,1813.14,19095227,20078599168.0
2017-05-31,1830.67,1831.9,1835.58,1822.51,17107903,18529318912.0
2017-06-01,1827.53,1837.06,1840.82,1825.78,20385087,22369370368.0
2017-06-02,1834.88,1837.99,1840.94,1822.47,15075663,16771903744.0
2017-06-05,1836.29,1835.25,1843.23,1833.29,12615481,13796125952.0
2017-06-06,1831.98,1841.0,1841.26,1828.75,10712260,12379591168.0
2017-06-07,1842.83,1859.75,1859.89,1840.56,18447771,20131232768.0
2017-06-08,1858.49,1857.79,1862.52,1854.74,15989681,17488319232.0
2017-06-09,1859.9,1880.51,1882.22,1858.37,21997425,22690848768.0
2017-06-12,1875.73,1868.33,1881.03,1862.76,15576390,16610895616.0
2017-06-13,1863.09,1870.1,1871.77,1859.45,12369618,13641040640.0
2017-06-14,1866.09,1848.38,1867.67,1846.62,16976212,18155653376.0
2017-06-15,1846.6,1855.4,1856.01,1842.03,16010271,16354200320.0
2017-06-16,1850.65,1841.0,1853.41,1839.69,12344822,13692867328.0
2017-06-19,1841.66,1859.17,1859.23,1841.66,13524875,14972877568.0
2017-06-20,1861.27,1854.54,1862.44,1851.4,13636700,15518362368.0
2017-06-21,1862.63,1867.34,1867.49,1851.96,14616491,17877616896.0
2017-06-22,1864.95,1860.03,1883.25,1859.79,20793248,23329833984.0
2017-06-23,1855.98,1868.25,1868.41,1841.89,17139815,19714102784.0
2017-06-26,1869.71,1899.93,1900.32,1869.56,21530452,25231349760.0
2017-06-27,1899.23,1903.25,1905.13,1892.38,16931128,19485557504.0
2017-06-28,1899.91,1894.7,1907.43,1888.55,15398798,18004688640.0
2017-06-29,1895.32,1899.09,1900.54,1893.36,13374565,15460591104.0
2017-06-30,1892.75,1897.62,1898.72,1886.7,12799580,14220244992.0
2017-07-03,1896.96,1891.12,1897.87,1884.47,14840577,17506479616.0
2017-07-04,1890.38,1879.32,1891.06,1875.7,15526986,17624911616.0
2017-07-05,1876.7,1891.76,1891.94,1870.47,13766108,16186664192.0
2017-07-06,1890.82,1890.56,1895.49,1877.76,16715651,18239468032.0
2017-07-07,1885.9,1890.14,1891.41,1880.83,15377486,16868536832.0
2017-07-10,1887.52,1897.04,1903.36,1883.07,19343863,20753793792.0
2017-07-11,1894.88,1887.23,1902.17,1886.63,17222885,18973257216.0
2017-07-12,1885.64,1886.73,1890.53,1873.15,19469238,20381996032.0
2017-07-13,1888.41,1907.71,1917.9,1887.75,25359351,26555601920.0
2017-07-14,1909.2,1919.22,1919.5,1908.17,19769510,20458632960.0
2017-07-17,1917.79,1882.23,1921.81,1862.68,29784343,30490712832.0
2017-07-18,1873.03,1907.03,1907.19,1871.31,24170139,25299517952.0
2017-07-19,1903.54,1932.51,1935.82,1901.67,32198065,33140793088.0
2017-07-20,1936.08,1941.2,1951.31,1934.66,24290815,26637356032.0
2017-07-21,1941.76,1945.97,1958.17,1936.44,23090310,24242629632.0
2017-07-24,1941.23,1945.0,1956.84,1934.64,24401645,24788222464.0
2017-07-25,1944.12,1924.23,1948.03,1917.45,23000601,22909193728.0
2017-07-26,1927.57,1923.15,1934.32,1911.14,22120295,21879242752.0
2017-07-27,1923.66,1923.25,1926.94,1902.33,27512425,25623763200.0
2017-07-28,1917.53,1932.13,1935.25,1915.3,20296868,19663591680.0
2017-07-31,1931.34,1946.36,1948.5,1929.19,25066763,24770063104.0
2017-08-01,1945.87,1955.76,1957.96,1944.92,24210606,24432630784.0
2017-08-02,1952.41,1931.28,1956.31,1929.84,26451471,26530438144.0
2017-08-03,1929.41,1919.66,1934.85,1912.26,24778640,25296866560.0
2017-08-04,1917.49,1914.21,1928.82,1913.71,23578837,23340837120.0
2017-08-07,1912.02,1926.56,1927.13,1905.94,18988625,18478555904.0
2017-08-08,1926.86,1937.45,1941.43,1925.53,20726038,20820821760.0
2017-08-09,1936.73,1931.91,1936.73,1923.01,18803860,18901708544.0
2017-08-10,1928.4,1923.17,1937.3,1909.93,22893980,22518131200.0
2017-08-11,1905.72,1877.53,1909.56,1876.24,23928005,23015158784.0
2017-08-14,1879.3,1899.97,1902.34,1879.18,17026289,18239738880.0
2017-08-15,1899.41,1897.74,1902.48,1892.55,14346428,14727740416.0
2017-08-16,1898.16,1895.98,1898.37,1887.27,15620685,16893205760.0
2017-08-17,1901.62,1925.08,1925.52,1901.58,20888853,23160961792.0
2017-08-18,1915.46,1928.53,1934.17,1911.18,19569944,22137719808.0
2017-08-21,1935.35,1937.56,1940.37,1929.25,18280600,20797486080.0
2017-08-22,1936.36,1927.27,1937.19,1923.11,15843354,17599449088.0
2017-08-23,1925.18,1913.14,1927.44,1911.91,14389939,14937937664.0
2017-08-24,1912.62,1900.82,1916.67,1897.6,14556613,15246718976.0
2017-08-25,1899.74,1929.88,1931.73,1899.74,20018662,21087070464.0
2017-08-28,1934.18,1950.57,1957.59,1934.18,25766238,28220150528.0
2017-08-29,1953.0,1951.77,1958.69,1947.86,18826767,21244559616.0
2017-08-30,1948.08,1958.38,1959.81,1946.37,24238835,25907274240.0
2017-08-31,1959.54,1949.23,1962.49,1940.45,22236090,24143307264.0
2017-09-01,1948.98,1944.2,1951.78,1938.13,23002743,24476830720.0
2017-09-04,1942.62,1947.72,1949.52,1934.61,19287846,21665014272.0
2017-09-05,1948.4,1945.42,1952.97,1942.03,16033151,17357185792.0
2017-09-06,1941.09,1966.15,1973.19,1933.95,30669938,30830120960.0
2017-09-07,1963.64,1947.68,1964.4,1947.3,22293750,22530625792.0
2017-09-08,1949.51,1947.68,1954.96,1941.82,19696233,20323165952.0
2017-09-11,1947.93,1957.19,1957.91,1943.66,20830541,22565958656.0
2017-09-12,1959.22,1952.59,1960.94,1947.12,24536800,25202114560.0
2017-09-13,1950.89,1955.37,1958.34,1946.91,16847191,17738002176.0
2017-09-14,1956.58,1960.35,1964.34,1952.36,21697920,23482747136.0
2017-09-15,1958.41,1958.35,1966.97,1952.19,23344314,25958120960.0
2017-09-18,1958.96,1965.28,1970.92,1958.88,18855827,21870804736.0
2017-09-19,1967.43,1951.92,1968.95,1948.12,16528062,18820621568.0
2017-09-20,1950.79,1953.85,1956.06,1942.41,15483005,17639273728.0
2017-09-21,1953.96,1944.81,1960.86,1944.56,15744330,17140091136.0
2017-09-22,1940.18,1942.34,1944.06,1929.72,16267100,19464329984.0
2017-09-25,1940.89,1923.4,1943.47,1921.99,16007830,19653861120.0
2017-09-26,1921.73,1932.68,1932.92,1921.73,10898527,12810132224.0
2017-09-27,1932.86,1941.56,1945.0,1932.45,12382565,16423445248.0
2017-09-28,1941.91,1928.61,1941.91,1927.72,13133159,15373163776.0
2017-09-29,1930.5,1932.6,1941.68,1929.74,11876821,15185398528.0
2017-10-09,1963.26,1958.77,1969.48,1955.25,16458947,21860374016.0
2017-10-10,1961.36,1961.1,1962.15,1949.35,16190425,21881945088.0
2017-10-11,1960.28,1956.21,1962.05,1952.96,16773866,20452939776.0
2017-10-12,1955.53,1956.8,1960.03,1947.07,13192889,16123613696.0
2017-10-13,1955.52,1965.25,1966.93,1954.93,13893668,17027294464.0
2017-10-16,1966.59,1965.74,1982.65,1963.81,17292075,21100583168.0
2017-10-17,1964.75,1966.15,1973.3,1960.57,12794340,15381770240.0
2017-10-18,1965.3,1965.45,1974.14,1959.97,15362627,17154677504.0
2017-10-19,1960.55,1932.42,1961.14,1929.58,16389957,19905193728.0
2017-10-20,1927.3,1942.39,1942.71,1926.03,13534212,13589820416.0
2017-10-23,1940.74,1941.65,1942.34,1933.92,12927483,13648498944.0
2017-10-24,1939.56,1954.44,1954.54,1936.34,16029546,18100519680.0
2017-10-25,1954.56,1964.36,1966.42,1952.88,13597971,15124131072.0
2017-10-26,1965.61,2003.58,2011.97,1963.18,28077545,31379283456.0
2017-10-27,1998.99,1992.63,2005.53,1988.74,19439033,21068086272.0
2017-10-30,1991.95,2000.34,2000.92,1967.06,26263943,30040464128.0
2017-10-31,1994.22,2011.7,2014.83,1990.31,22774670,26386480640.0
2017-11-01,2010.37,2028.93,2036.45,2008.65,30211072,33856721152.0
2017-11-02,2025.8,2022.84,2029.54,2010.32,25153231,27475266560.0
2017-11-03,2017.39,2013.56,2020.11,1985.69,25365388,28931908608.0
2017-11-06,2014.97,2023.78,2024.66,1998.49,23586057,27069472768.0
2017-11-07,2021.77,2034.43,2044.38,2019.53,27811730,30447490816.0
2017-11-08,2032.66,2024.68,2039.04,2020.42,24752920,28448945920.0
2017-11-09,2021.94,2044.35,2044.35,2017.39,20358554,24624291328.0
2017-11-10,2037.74,2038.99,2045.81,2030.78,29411818,34525518592.0
2017-11-13,2037.97,2042.89,2045.99,2037.46,25872234,31069497856.0
2017-11-14,2040.24,2031.82,2042.62,2021.68,23399185,28497427712.0
2017-11-15,2023.41,2013.94,2029.95,2002.92,21126157,27892157184.0
2017-11-16,2010.29,2013.16,2020.99,2002.38,19522777,25212365568.0
2017-11-17,2007.6,2005.52,2016.83,1995.02,32833764,37663459072.0
2017-11-20,1994.32,2021.46,2022.26,1975.97,21871872,27446570496.0
2017-11-21,2015.57,2046.54,2050.17,2014.57,25337840,33026472960.0
2017-11-22,2047.43,2082.86,2083.22,2047.11,34950848,41976519168.0
2017-11-23,2081.39,2022.77,2082.17,2015.68,30205424,37381748992.0
2017-11-24,2014.52,2022.4,2031.38,2006.21,20919704,24960251136.0
2017-11-27,2017.47,1988.86,2021.36,1982.65,20940398,25947206656.0
2017-11-28,1982.11,1995.58,1996.08,1972.7,15044675,18458904832.0
2017-11-29,1993.94,2002.94,2003.3,1967.76,20801514,24488550912.0
2017-11-30,1991.22,1990.69,2013.68,1980.78,19058507,21886530304.0
2017-12-01,1989.32,1995.74,1998.07,1977.44,14872807,17404192768.0
2017-12-04,1989.38,1998.35,2005.04,1987.01,17207705,20003014144.0
2017-12-05,1992.27,2000.13,2007.37,1990.81,29126128,31151740160.0
2017-12-06,1992.17,1998.35,1998.54,1972.52,17612496,20155081216.0
2017-12-07,1989.45,1987.7,2002.0,1978.93,15554187,19189952768.0
2017-12-08,1979.77,1988.66,1995.94,1971.68,15159776,19309645056.0
2017-12-11,1989.17,2009.91,2010.15,1988.88,24644904,27416096256.0
2017-12-12,2007.76,1981.72,2009.63,1981.2,23795522,26151913216.0
2017-12-13,1978.22,2002.01,2002.42,1976.84,22318058,25624775936.0
2017-12-14,2000.75,1998.99,2004.21,1990.34,25391560,26557229568.0
2017-12-15,1992.77,1976.1,1992.77,1968.86,25748102,28288625152.0
2017-12-18,1972.95,1963.79,1980.89,1953.15,22568710,25259215104.0
2017-12-19,1963.82,1981.87,1982.15,1963.14,20560928,22508708608.0
2017-12-20,1982.22,1979.72,1987.27,1973.89,26471006,27863337984.0
2017-12-21,1975.52,1991.73,1998.46,1965.93,23020538,27276246016.0
2017-12-22,1990.69,1990.79,1997.07,1987.13,19897038,21676356352.0
2017-12-25,1990.42,1976.15,2002.01,1968.99,25286125,26793962752.0
2017-12-26,1974.77,1998.15,1999.97,1967.08,30761298,29990734592.0
2017-12-27,1992.7,1976.3,1995.78,1974.12,33018558,31976426496.0
2017-12-28,1975.36,1979.95,1990.14,1968.03,32948430,31815156480.0
2017-12-29,1979.71,1994.02,1994.35,1978.62,24834639,24809401344.0
2018-01-02,1999.58,2026.59,2027.1,1999.48,38866407,39394385408.0
2018-01-03,2025.67,2045.36,2049.08,2024.07,38244368,42743673600.0
2018-01-04,2043.69,2056.26,2056.73,2040.73,39052318,39965260288.0
2018-01-05,2053.03,2059.74,2070.44,2049.14,42675309,43083316992.0
2018-01-08,2063.23,2072.49,2074.58,2054.13,48913249,52875046400.0
2018-01-09,2068.92,2066.55,2072.86,2058.85,35248571,38151188992.0
2018-01-10,2068.11,2067.4,2073.62,2052.56,40307348,42967869952.0
2018-01-11,2060.73,2063.48,2066.56,2051.54,29896101,33096129024.0
2018-01-12,2060.38,2051.97,2063.36,2048.17,26632812,28770123776.0
2018-01-15,2051.1,2024.48,2057.23,2019.49,40016065,45105614080.0
2018-01-16,2019.4,2047.02,2047.86,2018.77,39097408,46863188224.0
2018-01-17,2048.41,2042.08,2054.71,2028.57,46146342,51390678016.0
2018-01-18,2038.94,2068.74,2075.22,2038.94,45591739,47536435456.0
2018-01-19,2069.63,2068.64,2080.93,2061.62,42624989,43674123520.0
2018-01-22,2066.34,2082.06,2082.53,2060.56,36431715,39579564288.0
2018-01-23,2081.38,2098.46,2098.52,2077.25,43103447,45353270784.0
2018-01-24,2098.82,2109.9,2110.12,2081.69,47305971,48990052864.0
2018-01-25,2108.61,2105.23,2123.51,2093.51,47519596,47953437696.0
2018-01-26,2097.5,2115.72,2123.38,2095.48,40182349,43935362816.0
2018-01-29,2116.24,2079.98,2123.65,2074.28,45128937,51255747840.0
2018-01-30,2069.59,2056.12,2082.32,2054.32,31871048,34795812352.0
2018-01-31,2045.1,2040.93,2055.47,2029.38,34136934,35453231360.0
2018-02-01,2038.83,2005.77,2043.22,1995.87,44961920,47004934400.0
2018-02-02,1993.51,2020.85,2021.12,1976.02,35066424,35388928768.0
2018-02-05,1990.31,2029.32,2030.87,1986.12,34333071,35862139904.0
2018-02-06,1988.53,1956.32,2003.47,1952.85,48702902,48816882176.0
2018-02-07,1987.91,1930.25,1992.5,1918.32,42817805,42977306880.0
2018-02-08,1916.35,1904.67,1939.73,1878.01,35093109,34624071936.0
2018-02-09,1847.54,1803.12,1851.66,1762.17,47152796,40838181632.0
2018-02-12,1806.02,1825.32,1833.54,1797.4,24542464,23948611840.0
2018-02-13,1842.24,1838.3,1861.38,1835.27,23092113,22516993536.0
2018-02-14,1841.02,1842.56,1846.4,1829.07,14640259,14244542464.0
2018-02-22,1863.45,1887.18,1888.81,1860.96,23647971,23130084608.0
2018-02-23,1890.75,1903.28,1909.1,1886.97,23515991,23483210752.0
2018-02-26,1916.01,1936.42,1937.81,1899.94,29534459,30877417984.0
2018-02-27,1936.91,1921.07,1936.91,1914.2,27536465,29499273984.0
2018-02-28,1902.17,1911.56,1921.04,1887.5,24031936,24225619456.0
2018-03-01,1895.74,1911.61,1917.46,1891.22,23609353,23201866240.0
2018-03-02,1894.59,1894.09,1906.39,1891.98,20062518,20506385408.0
2018-03-05,1897.71,1899.77,1908.71,1890.31,18742360,18909060608.0
2018-03-06,1904.82,1926.46,1926.71,1897.87,26259213,27918700544.0
2018-03-07,1924.35,1907.54,1929.06,1902.76,23845503,23330711296.0
2018-03-08,1906.73,1915.84,1916.02,1900.35,18776217,19052934656.0
2018-03-09,1918.6,1932.21,1932.62,1917.36,24665976,25729143808.0
2018-03-12,1939.91,1947.41,1948.04,1932.96,29897253,31962248704.0
2018-03-13,1944.82,1930.02,1945.75,1927.57,25169173,24609022208.0
2018-03-14,1922.8,1914.0,1924.23,1912.5,21844607,20930356992.0
2018-03-15,1905.69,1914.01,1917.52,1901.73,19701605,19738426624.0
2018-03-16,1913.03,1900.28,1919.18,1899.88,18084896,18280321536.0
2018-03-19,1898.09,1897.83,1904.11,1887.57,19737461,18657300480.0
2018-03-20,1886.18,1899.8,1902.36,1881.99,19118558,18192222464.0
2018-03-21,1904.79,1896.07,1918.06,1888.88,22510140,22323415040.0
2018-03-22,1895.69,1886.27,1901.44,1872.66,20897829,20631306752.0
2018-03-23,1826.98,1825.32,1836.52,1789.35,42105880,38693497856.0
2018-03-26,1798.9,1811.36,1811.88,1779.38,24477135,23731439104.0
2018-03-27,1832.73,1836.82,1840.77,1823.27,23798040,24132263680.0
2018-03-28,1816.76,1807.34,1828.57,1802.14,20679641,19846582272.0
2018-03-29,1815.43,1831.49,1837.97,1797.09,22755391,22387587584.0
2018-03-30,1833.95,1836.87,1840.99,1828.19,20647060,20995225856.0
2018-04-02,1838.05,1835.52,1851.68,1831.51,22616685,23581452800.0
2018-04-03,1815.46,1818.67,1822.79,1810.02,20392397,20157765120.0
2018-04-04,1823.89,1811.5,1831.81,1809.29,18677295,18427161856.0
2018-04-09,1807.61,1815.51,1822.34,1797.61,20020868,19509055744.0
2018-04-10,1821.96,1844.55,1844.55,1819.36,24087227,24249051136.0
2018-04-11,1852.01,1856.6,1863.14,1849.78,24301789,24499028224.0
2018-04-12,1855.21,1839.52,1857.03,1838.97,18511714,18309554944.0
2018-04-13,1847.3,1833.92,1852.51,1832.48,16345802,15961445888.0
2018-04-16,1830.48,1812.07,1834.04,1799.7,20776600,21439544320.0
2018-04-17,1812.81,1783.85,1815.99,1782.74,18377280,18176097536.0
2018-04-18,1797.33,1792.05,1800.07,1765.76,20145801,20718997760.0
2018-04-19,1795.57,1806.0,1810.69,1792.94,20599410,20557601024.0
2018-04-20,1800.89,1777.54,1800.89,1770.0,22608266,20566986752.0
2018-04-23,1776.23,1776.46,1788.03,1764.04,17445868,16489221120.0
2018-04-24,1774.72,1809.86,1812.15,1774.72,22390389,20955884032.0
2018-04-25,1800.92,1803.75,1807.63,1799.1,15435834,15167811072.0
2018-04-26,1803.39,1782.15,1807.84,1774.97,18586897,17992558592.0
2018-04-27,1789.49,1789.47,1793.03,1771.23,16395161,15235570688.0
2018-05-02,1794.02,1781.51,1797.25,1773.39,17907496,16217696256.0
2018-05-03,1779.19,1798.6,1801.43,1770.72,19498938,17182412544.0
2018-05-04,1794.34,1791.67,1800.08,1789.66,14715710,13116120576.0
2018-05-07,1795.08,1811.56,1811.71,1790.91,19087390,16288108032.0
2018-05-08,1809.89,1817.3,1822.93,1808.81,18967212,16969539328.0
2018-05-09,1816.41,1815.66,1821.36,1808.95,16613781,13783213056.0
2018-05-10,1820.58,1819.92,1824.53,1809.92,16956173,14773505280.0
2018-05-11,1822.86,1810.05,1823.2,1809.35,14641482,12755859200.0
2018-05-14,1813.07,1810.95,1818.5,1804.85,16800915,15200542720.0
2018-05-15,1815.15,1822.01,1822.24,1807.71,17165377,15214724096.0
2018-05-16,1817.6,1813.3,1822.76,1811.71,15670949,14565158912.0
2018-05-17,1813.01,1805.65,1814.54,1803.57,15012005,13350497792.0
2018-05-18,1804.67,1826.87,1827.07,1802.71,21086938,17861030144.0
2018-05-21,1839.82,1846.32,1850.85,1838.25,28677497,24096962560.0
2018-05-22,1846.2,1840.37,1846.2,1830.84,21516978,18715535872.0
2018-05-23,1836.6,1813.79,1836.6,1813.71,20201224,17467190528.0
2018-05-24,1813.32,1805.13,1816.42,1803.56,15022166,13013156352.0
2018-05-25,1802.53,1797.16,1804.48,1789.59,16441901,14080133120.0
2018-05-28,1794.86,1788.53,1798.84,1783.42,21283966,15050629120.0
2018-05-29,1786.9,1782.91,1791.68,1773.43,18027166,13921512704.0
2018-05-30,1759.51,1727.88,1759.51,1727.35,21398576,16565820416.0
2018-05-31,1741.37,1754.16,1755.4,1735.89,20108984,15974700800.0
2018-06-01,1748.28,1744.33,1756.7,1737.82,17118273,13823964928.0
2018-06-04,1742.5,1747.86,1752.74,1742.5,16932866,14316196096.0
2018-06-05,1746.23,1755.34,1755.45,1737.81,16832011,13752670208.0
2018-06-06,1753.35,1756.39,1757.57,1749.81,16344252,13905460736.0
2018-06-07,1758.07,1750.19,1760.02,1749.07,16308042,13141944064.0
2018-06-08,1747.39,1726.83,1747.6,1720.31,17935735,14284303104.0
2018-06-11,1722.31,1719.72,1726.8,1714.24,13385115,10758255104.0
