date,open,close,high,low,volume,amount
2015-10-29,2195.54,2188.87,2205.86,2172.64,17324325,17219468544.0
2015-10-30,2184.73,2183.15,2203.77,2167.54,17727028,17893064448.0
2015-11-02,2156.5,2147.33,2185.77,2144.25,18715059,18308316160.0
2015-11-03,2145.07,2128.86,2156.64,2122.5,14218973,15115052544.0
2015-11-04,2132.08,2202.99,2203.4,2132.08,23711575,25092324352.0
2015-11-05,2205.07,2261.89,2304.55,2200.61,51680689,58249241856.0
2015-11-06,2250.13,2282.41,2287.92,2243.57,37280942,41400296448.0
2015-11-09,2265.71,2296.17,2314.54,2264.37,39000804,42983864576.0
2015-11-10,2279.44,2283.85,2295.24,2269.17,29285733,32355201280.0
2015-11-11,2287.18,2287.15,2295.36,2269.33,26307084,27314553856.0
2015-11-12,2289.68,2273.5,2293.07,2256.14,26650666,29639098624.0
2015-11-13,2254.9,2230.82,2269.06,2229.67,23624530,25938051840.0
2015-11-16,2200.92,2251.61,2251.73,2195.95,18871043,20446754304.0
2015-11-17,2265.07,2244.57,2285.85,2241.24,26822764,28883932672.0
2015-11-18,2245.39,2222.34,2253.82,2219.28,19830093,19865814784.0
2015-11-19,2230.74,2248.97,2249.13,2221.52,18179116,17122716672.0
2015-11-20,2255.88,2271.29,2277.96,2252.17,29526432,29700066816.0
2015-11-23,2272.16,2263.0,2294.22,2255.59,25745855,28205011712.0
2015-11-24,2260.06,2253.66,2260.29,2225.03,17091462,18089347840.0
2015-11-25,2250.78,2259.59,2260.33,2243.64,18437180,19854322432.0
2015-11-26,2272.73,2249.92,2279.07,2247.75,20685156,22355857152.0
2015-11-27,2240.58,2110.83,2241.48,2098.76,25011129,25492373760.0
2015-11-30,2111.41,2087.57,2123.97,2019.92,19099772,18739200256.0
2015-12-01,2091.28,2106.4,2117.65,2077.31,14352822,13842779392.0
2015-12-02,2104.71,2147.37,2149.61,2088.95,20009490,17961533696.0
2015-12-03,2139.85,2154.16,2158.48,2130.82,16046189,15498642176.0
2015-12-04,2148.81,2128.94,2156.01,2119.05,14960817,15625515520.0
2015-12-07,2138.72,2142.93,2149.21,2128.28,12016621,13428862720.0
2015-12-08,2140.58,2097.25,2140.58,2095.35,14112434,14853235200.0
2015-12-09,2102.64,2075.82,2103.56,2069.34,17419142,17321827584.0
2015-12-10,2071.51,2059.26,2083.17,2052.47,14379844,13632669952.0
2015-12-11,2052.33,2039.08,2053.78,2027.4,11044578,10546446848.0
2015-12-14,2022.16,2093.15,2093.83,2019.96,15327509,15409208320.0
2015-12-15,2091.56,2080.83,2096.96,2074.57,13297859,13758370048.0
2015-12-16,2085.53,2075.05,2090.48,2069.24,12511975,12828670976.0
2015-12-17,2084.76,2112.41,2119.07,2084.76,22256527,22621606912.0
2015-12-18,2115.06,2105.7,2127.89,2100.66,18948665,20196692992.0
2015-12-21,2100.78,2132.11,2138.22,2099.62,21381340,22156457984.0
2015-12-22,2136.6,2129.36,2136.93,2112.09,17169411,18331611136.0
2015-12-23,2133.73,2117.15,2139.91,2114.38,20264657,20652454912.0
2015-12-24,2116.14,2100.91,2121.71,2084.14,14878771,15006540288.0
2015-12-25,2095.66,2112.85,2127.51,2089.9,21241560,22533427968.0
2015-12-28,2113.51,2048.13,2116.41,2048.04,22273024,23274404608.0
2015-12-29,2044.36,2058.48,2058.71,2032.08,13761495,14646781440.0
2015-12-30,2065.14,2057.46,2067.05,2043.97,13785357,14921166336.0
2015-12-31,2055.09,2045.04,2069.99,2044.44,13270395,14259824128.0
2016-01-04,2044.1,1885.39,2046.04,1884.1,14286351,14323762432.0
2016-01-05,1825.53,1867.67,1899.46,1809.28,20122353,18855213824.0
2016-01-06,1873.29,1918.42,1920.17,1873.29,16375011,15818262016.0
2016-01-07,1893.94,1768.17,1893.94,1761.23,4590721,4457314560.0
2016-01-08,1812.62,1798.3,1831.61,1722.54,19222989,17833376256.0
2016-01-11,1772.94,1728.15,1830.91,1723.61,19416908,17695171584.0
2016-01-12,1734.12,1743.5,1758.8,1701.66,14387627,12555634432.0
2016-01-13,1752.28,1682.97,1754.34,1682.55,12352419,10955380736.0
2016-01-14,1637.68,1712.92,1716.46,1633.01,14267384,11971127296.0
2016-01-15,1705.79,1634.29,1708.77,1626.06,14287567,12173475328.0
2016-01-18,1611.72,1645.95,1669.0,1609.13,12951678,10398098944.0
2016-01-19,1645.11,1735.37,1743.32,1634.75,20029475,16661031168.0
2016-01-20,1731.56,1720.09,1752.32,1713.21,22153153,19529369088.0
2016-01-21,1689.21,1649.56,1722.7,1649.55,15031769,13258267648.0
2016-01-22,1670.72,1678.33,1695.4,1633.31,12441461,11077534720.0
2016-01-25,1689.4,1682.66,1696.37,1670.44,10254771,9230446848.0
2016-01-26,1663.89,1561.6,1671.76,1558.44,15701060,13132503552.0
2016-01-27,1570.33,1544.45,1577.82,1484.49,14865524,11510278912.0
2016-01-28,1534.61,1477.62,1545.35,1470.45,11474709,8490805760.0
2016-01-29,1477.48,1535.37,1547.44,1477.48,13568263,9932123904.0
2016-02-01,1532.0,1498.8,1532.2,1478.37,10404241,7611327744.0
2016-02-02,1501.84,1535.48,1547.41,1501.41,10448667,7992582400.0
2016-02-03,1519.59,1531.94,1538.39,1504.39,9642346,7448741376.0
2016-02-04,1539.47,1551.78,1561.92,1537.91,10891091,8489166080.0
2016-02-05,1553.33,1548.52,1568.06,1545.77,10464329,8052001536.0
2016-02-15,1501.2,1529.41,1537.61,1496.34,8615753,6503174912.0
2016-02-16,1538.39,1585.45,1589.87,1538.27,14773613,11412056832.0
2016-02-17,1585.24,1617.98,1621.72,1581.98,19517977,15140836864.0
2016-02-18,1630.32,1615.65,1636.77,1613.16,19082257,14654703360.0
2016-02-19,1611.06,1615.4,1623.87,1603.96,13786450,10779192320.0
2016-02-22,1626.34,1641.94,1649.89,1618.33,21321990,16934758912.0
2016-02-23,1640.41,1625.98,1647.8,1609.1,15911007,13462118656.0
2016-02-24,1617.18,1649.29,1649.29,1607.62,19123127,15831452160.0
2016-02-25,1643.49,1513.08,1643.49,1504.91,21652268,16909008384.0
2016-02-26,1527.1,1520.86,1536.61,1491.48,14081566,10554621696.0
2016-02-29,1521.64,1472.05,1521.64,1437.72,16112583,11507350016.0
2016-03-01,1478.38,1499.01,1506.81,1462.24,12529459,9192251904.0
2016-03-02,1503.07,1575.89,1579.0,1500.78,22899583,16663944704.0
2016-03-03,1573.3,1581.36,1595.83,1566.75,22419934,16735585536.0
2016-03-04,1573.2,1592.23,1596.0,1554.01,27401359,20037999872.0
2016-03-07,1613.05,1604.43,1625.47,1587.68,16529596,12645017856.0
2016-03-08,1606.6,1616.3,1616.5,1547.61,19961389,14727159808.0
2016-03-09,1577.03,1590.59,1591.06,1557.57,14473476,11089849600.0
2016-03-10,1584.62,1551.94,1593.69,1551.94,9918534,7761283840.0
2016-03-11,1544.48,1558.29,1565.5,1539.52,9615267,7684231936.0
2016-03-14,1575.18,1593.33,1609.53,1568.32,14644136,11705938688.0
2016-03-15,1591.52,1589.8,1593.86,1561.71,13228347,9888668160.0
2016-03-16,1585.48,1593.39,1600.87,1582.45,15556818,11923679488.0
2016-03-17,1598.98,1611.47,1620.39,1586.33,14291212,11482066944.0
2016-03-18,1619.54,1635.13,1651.43,1614.35,25612497,20379153152.0
2016-03-21,1650.39,1674.58,1695.99,1644.2,28114911,22817062656.0
2016-03-22,1664.58,1666.0,1679.83,1654.18,19450226,17179360256.0
2016-03-23,1660.78,1666.68,1671.34,1651.47,14254860,12424585728.0
2016-03-24,1654.82,1636.17,1663.01,1636.17,15973072,13768984832.0
2016-03-25,1637.85,1646.63,1649.37,1633.29,10665126,9362670848.0
2016-03-28,1653.83,1634.29,1665.13,1630.59,12694855,11135001088.0
2016-03-29,1635.54,1608.13,1639.19,1599.42,13774563,10640363776.0
2016-03-30,1620.11,1649.47,1650.22,1619.25,15374224,11817443328.0
2016-03-31,1658.6,1660.74,1674.79,1655.61,18552083,15212156160.0
2016-04-01,1657.82,1664.27,1666.64,1630.09,18043902,14299238656.0
2016-04-05,1662.65,1692.77,1702.73,1656.54,25014457,19693720064.0
2016-04-06,1684.8,1684.96,1694.3,1671.2,19644403,15745480704.0
2016-04-07,1690.86,1660.64,1695.03,1660.29,17699238,14605570304.0
2016-04-08,1651.14,1638.29,1652.85,1622.91,13910186,11803833600.0
2016-04-11,1650.43,1666.54,1675.72,1650.43,15109964,12101673984.0
2016-04-12,1666.29,1660.26,1669.11,1648.06,14031407,11040516864.0
2016-04-13,1673.93,1690.75,1709.49,1673.93,28156492,22362611712.0
2016-04-14,1700.6,1701.32,1704.81,1684.5,17478311,13683565824.0
2016-04-15,1697.73,1691.23,1701.93,1684.41,14359731,11580803328.0
2016-04-18,1677.28,1655.24,1677.28,1650.2,13914762,10834164992.0
2016-04-19,1662.03,1652.34,1665.96,1643.74,10752605,9284153600.0
2016-04-20,1657.46,1599.13,1659.23,1559.98,22532133,18359247360.0
2016-04-21,1586.73,1578.13,1605.02,1575.95,16117772,15407769856.0
2016-04-22,1568.37,1578.09,1580.92,1559.67,11719942,10696133888.0
2016-04-25,1575.17,1571.42,1575.17,1555.04,9348713,8734944512.0
2016-04-26,1572.4,1585.47,1585.64,1569.46,10168404,9977632512.0
2016-04-27,1585.44,1577.13,1592.92,1573.43,9731247,9423113984.0
2016-04-28,1579.37,1565.12,1581.28,1548.97,10110251,8923890688.0
2016-04-29,1560.84,1560.64,1567.78,1555.17,7588782,6756137472.0
2016-05-03,1562.51,1592.83,1593.14,1557.01,11607098,10287027712.0
2016-05-04,1586.35,1591.03,1599.15,1581.59,10759875,9433441792.0
2016-05-05,1588.03,1592.54,1594.79,1580.88,8899789,8031085824.0
2016-05-06,1593.05,1539.13,1596.82,1537.78,13659558,11988033280.0
2016-05-09,1531.24,1485.84,1531.24,1480.62,12275281,9734370816.0
2016-05-10,1483.71,1495.46,1509.33,1479.22,9544096,7170099712.0
2016-05-11,1499.7,1495.24,1512.95,1476.9,9963255,7665143040.0
2016-05-12,1478.52,1484.49,1488.75,1459.92,8833140,7141213952.0
2016-05-13,1482.6,1480.79,1496.39,1474.82,7628307,6202120960.0
2016-05-16,1476.47,1491.4,1491.71,1471.63,6958038,5633158656.0
2016-05-17,1492.98,1488.37,1496.26,1482.98,7322267,6604816128.0
2016-05-18,1481.38,1466.92,1481.38,1451.1,9156228,7345441280.0
2016-05-19,1464.16,1462.9,1476.56,1461.29,5896768,5065777920.0
2016-05-20,1458.44,1472.13,1472.13,1453.73,6644019,5878350080.0
2016-05-23,1471.42,1479.6,1481.49,1471.42,7546050,6369127168.0
2016-05-24,1477.59,1465.89,1477.59,1460.21,7026878,6063669504.0
2016-05-25,1474.06,1461.71,1478.0,1459.38,6207177,5270654976.0
2016-05-26,1461.88,1463.56,1469.26,1442.86,7341114,6186312192.0
2016-05-27,1462.18,1460.97,1466.38,1456.18,5712383,5021966080.0
2016-05-30,1458.7,1466.83,1477.6,1453.08,7572357,6356920832.0
2016-05-31,1468.97,1515.66,1516.08,1467.9,16367238,13346676224.0
2016-06-01,1513.58,1512.35,1526.78,1508.61,13718946,12149131008.0
2016-06-02,1510.74,1512.0,1515.01,1502.82,9171418,7838214912.0
2016-06-03,1517.36,1515.73,1520.81,1508.5,10545317,8851353088.0
2016-06-06,1517.56,1514.87,1520.99,1508.96,8478231,7804113920.0
2016-06-07,1515.9,1510.53,1517.46,1506.04,7100016,6637972736.0
2016-06-08,1508.08,1507.67,1512.98,1496.87,9625316,9037071872.0
2016-06-13,1488.11,1446.12,1490.23,1446.12,13140621,11849000960.0
2016-06-14,1442.44,1448.78,1452.33,1439.26,8706189,7286921472.0
2016-06-15,1433.38,1475.64,1477.56,1431.38,12072048,10647719936.0
2016-06-16,1467.22,1462.2,1473.43,1458.92,11031796,10212242432.0
2016-06-17,1465.3,1468.06,1477.76,1461.92,12494299,11230647296.0
2016-06-20,1471.69,1464.55,1473.8,1457.46,8402175,7543662592.0
2016-06-21,1470.61,1457.53,1478.6,1453.49,10291769,9243858944.0
2016-06-22,1457.69,1470.35,1470.73,1455.12,8661654,7561287168.0
2016-06-23,1470.21,1464.34,1470.21,1457.35,9150718,8741262592.0
2016-06-24,1463.76,1439.41,1470.78,1414.19,13306227,11323735296.0
2016-06-27,1431.71,1460.35,1460.65,1430.91,10025398,9745945088.0
2016-06-28,1454.73,1471.24,1472.13,1450.16,12229379,11120127744.0
2016-06-29,1473.99,1494.14,1509.65,1472.64,18186314,14555521536.0
2016-06-30,1495.2,1486.37,1496.59,1482.26,10380459,8691433216.0
2016-07-01,1488.43,1482.65,1492.01,1481.03,9215683,8478885632.0
2016-07-04,1479.14,1512.75,1515.65,1478.13,17049579,15621050112.0
2016-07-05,1519.13,1542.6,1553.31,1519.13,26600143,23097397248.0
2016-07-06,1533.91,1534.41,1535.48,1521.29,16758164,15338958080.0
2016-07-07,1533.67,1535.42,1538.88,1522.92,15736504,14756595456.0
2016-07-08,1536.01,1533.01,1538.18,1527.61,16412213,16041393152.0
2016-07-11,1537.67,1540.16,1553.18,1535.89,20664319,20016578560.0
2016-07-12,1537.76,1567.63,1567.74,1531.99,24159122,21626436096.0
2016-07-13,1574.09,1579.05,1585.61,1571.05,24713654,21854337280.0
2016-07-14,1574.0,1572.06,1575.63,1563.04,16643242,14731795456.0
2016-07-15,1577.46,1570.5,1581.61,1565.14,15889987,14490862592.0
2016-07-18,1567.69,1554.11,1568.13,1549.71,18279336,16810009600.0
2016-07-19,1553.19,1556.6,1556.97,1543.05,13745647,12459814400.0
2016-07-20,1555.33,1551.38,1559.84,1548.17,11077960,10416684800.0
2016-07-21,1554.34,1556.3,1566.9,1550.21,13388469,12536923136.0
2016-07-22,1555.45,1538.47,1556.43,1536.6,12866518,12164920320.0
2016-07-25,1537.18,1539.04,1544.61,1531.71,11636655,11042017792.0
2016-07-26,1538.4,1554.17,1554.66,1537.74,11567514,10325316096.0
2016-07-27,1555.08,1524.03,1567.12,1495.96,25374297,21319395072.0
2016-07-28,1518.95,1536.85,1539.63,1512.35,18585790,15509499136.0
2016-07-29,1534.84,1527.96,1542.11,1524.47,15221981,12257490944.0
2016-08-01,1524.53,1509.34,1527.21,1499.54,14072523,11021618176.0
2016-08-02,1507.82,1522.34,1522.45,1507.82,10275647,8079986688.0
2016-08-03,1518.22,1530.14,1531.98,1515.06,11955288,9763155200.0
2016-08-04,1529.1,1531.9,1532.59,1518.84,11103579,9239664128.0
2016-08-05,1530.82,1526.74,1536.51,1526.17,10509588,8878301952.0
2016-08-08,1525.15,1551.12,1551.21,1521.14,13928493,12212624896.0
2016-08-09,1548.84,1567.57,1568.43,1547.17,17010344,14082400512.0
2016-08-10,1566.42,1562.06,1571.43,1561.51,14313371,12405058560.0
2016-08-11,1561.55,1546.93,1567.15,1545.95,13194973,11306156800.0
2016-08-12,1546.83,1569.77,1569.77,1542.68,14274052,12247338240.0
2016-08-15,1576.04,1608.65,1615.03,1576.04,29221414,24894553344.0
2016-08-16,1616.93,1617.14,1637.19,1616.19,29737280,26387537664.0
2016-08-17,1615.6,1620.37,1626.16,1605.62,20326175,18580659200.0
2016-08-18,1628.07,1623.57,1642.85,1617.3,25519954,22363531264.0
2016-08-19,1621.38,1646.79,1655.58,1609.07,28105321,23531837184.0
2016-08-22,1646.17,1618.02,1651.73,1617.7,21642293,18578263296.0
2016-08-23,1614.89,1616.73,1627.99,1606.05,15327136,12702284032.0
2016-08-24,1617.94,1611.59,1620.92,1606.69,12695429,10609949952.0
2016-08-25,1602.17,1588.58,1602.17,1577.17,14139636,11701012992.0
2016-08-26,1590.72,1591.51,1606.72,1588.31,12462815,10526838016.0
2016-08-29,1593.02,1601.57,1610.26,1588.82,13924412,11742010368.0
2016-08-30,1603.33,1601.06,1610.14,1596.46,11241218,9925317120.0
2016-08-31,1603.05,1601.1,1604.08,1592.59,10109830,9325399808.0
2016-09-01,1606.06,1588.39,1609.41,1588.18,15509110,12370908672.0
2016-09-02,1585.0,1593.84,1594.52,1582.03,12729359,10706276608.0
2016-09-05,1597.41,1597.37,1607.02,1595.34,11347921,10183000576.0
2016-09-06,1598.0,1613.12,1613.37,1586.63,14965386,13807690240.0
2016-09-07,1614.29,1628.42,1640.09,1614.01,22231540,18614471424.0
2016-09-08,1628.47,1629.54,1632.23,1620.45,13717153,13326943488.0
2016-09-09,1631.57,1622.17,1643.99,1621.66,16440823,15238081024.0
2016-09-12,1597.16,1594.77,1598.58,1573.19,20616460,17790715648.0
2016-09-13,1594.61,1586.11,1597.62,1577.37,10987564,11051503360.0
2016-09-14,1576.44,1573.13,1580.12,1568.15,10302303,9693597440.0
2016-09-19,1576.38,1586.84,1588.49,1576.38,10415126,9577619968.0
2016-09-20,1587.9,1582.83,1588.18,1578.43,9702846,10020558080.0
2016-09-21,1582.92,1582.76,1588.36,1580.95,8800464,8468889344.0
2016-09-22,1590.62,1590.48,1599.34,1588.84,11176990,11222033920.0
2016-09-23,1592.86,1589.74,1595.06,1588.37,10681294,10302551296.0
2016-09-26,1586.29,1554.24,1586.29,1554.08,12250221,10639484672.0
2016-09-27,1551.89,1560.63,1560.72,1542.93,9997916,9142450688.0
2016-09-28,1562.51,1551.31,1562.51,1549.24,6481751,6400187392.0
2016-09-29,1553.62,1555.13,1562.55,1553.49,7855886,7323208192.0
2016-09-30,1554.11,1560.26,1562.13,1552.85,6474716,5877960192.0
2016-10-10,1569.91,1584.15,1584.54,1567.12,12442597,11459800832.0
2016-10-11,1586.62,1595.14,1596.59,1584.75,13024499,12589377536.0
2016-10-12,1592.37,1593.99,1594.31,1588.13,11529250,11079626496.0
2016-10-13,1594.75,1613.4,1613.4,1593.42,16714922,15715805184.0
2016-10-14,1609.43,1626.75,1628.02,1606.08,21098002,19696013056.0
2016-10-17,1626.42,1615.59,1634.63,1609.31,20379201,19606132992.0
2016-10-18,1611.21,1660.75,1662.77,1611.01,27353392,24150442496.0
2016-10-19,1658.57,1660.42,1669.93,1653.84,23933847,21407537152.0
2016-10-20,1656.69,1661.6,1663.4,1650.21,18668469,17003416576.0
2016-10-21,1659.77,1700.08,1712.09,1658.54,36725602,30942794240.0
2016-10-24,1699.11,1725.06,1732.89,1699.11,37849635,32005092864.0
2016-10-25,1722.43,1719.16,1723.19,1703.79,28405660,24608733184.0
2016-10-26,1716.51,1705.08,1724.24,1700.83,25203834,21910886400.0
2016-10-27,1702.29,1699.49,1706.93,1690.63,19737839,17179813376.0
2016-10-28,1697.34,1674.97,1703.68,1673.31,20001532,17998242560.0
2016-10-31,1672.61,1667.24,1672.67,1657.99,16163657,14486481920.0
2016-11-01,1667.8,1676.36,1677.19,1662.96,14928074,12971869696.0
2016-11-02,1672.17,1652.36,1672.5,1650.43,16363060,14224173568.0
2016-11-03,1648.8,1698.68,1712.11,1648.02,28171011,24660327680.0
2016-11-04,1700.25,1697.0,1717.12,1692.03,25664208,22713892096.0
2016-11-07,1695.71,1706.15,1708.56,1685.27,19041632,16673889280.0
2016-11-08,1712.83,1709.05,1732.22,1703.49,24251166,22662345728.0
2016-11-09,1705.79,1701.58,1721.7,1678.28,26728433,23887728640.0
2016-11-10,1719.85,1734.72,1748.53,1719.85,32488039,29196386304.0
2016-11-11,1731.12,1769.96,1780.95,1730.57,46355848,41025623552.0
2016-11-14,1763.75,1803.84,1817.94,1763.75,54379041,46747200256.0
2016-11-15,1807.73,1792.2,1811.0,1784.63,34068947,30162825216.0
2016-11-16,1795.31,1789.8,1797.19,1777.43,33307539,27051378944.0
2016-11-17,1787.88,1813.48,1815.6,1780.52,38579129,29882264832.0
2016-11-18,1823.37,1795.03,1832.61,1791.69,36104208,28929061632.0
2016-11-21,1796.34,1817.56,1846.05,1795.0,44056389,38186955008.0
2016-11-22,1820.82,1842.06,1847.44,1820.7,46583818,41642040576.0
2016-11-23,1840.7,1834.15,1849.66,1827.37,34902002,33470529280.0
2016-11-24,1830.95,1831.87,1839.43,1826.79,27941771,26433757184.0
2016-11-25,1835.4,1857.34,1858.38,1812.04,29986815,27958493952.0
2016-11-28,1874.92,1914.61,1928.06,1869.96,52327242,50263276288.0
2016-11-29,1903.32,1959.17,1991.14,1898.57,63943378,64313972992.0
2016-11-30,1945.53,1922.56,1963.17,1912.56,42873475,43486707200.0
2016-12-01,1924.3,1928.53,1947.12,1916.69,36764521,37534615552.0
2016-12-02,1921.84,1911.14,1944.2,1905.64,40273630,41518370560.0
2016-12-05,1867.06,1830.3,1871.08,1822.79,42709168,42556251392.0
2016-12-06,1827.83,1826.59,1840.88,1822.22,25782683,25306307840.0
