date,open,high,low,close,volume
2016-12-13,3515.69,3515.69,3515.69,3515.69,0
2016-12-14,3518.27,3518.27,3518.27,3518.27,0
2016-12-15,3492.38,3492.38,3492.38,3492.38,0
2016-12-16,3521.26,3521.26,3521.26,3521.26,0
2016-12-19,3497.6,3497.6,3497.6,3497.6,0
2016-12-20,3484.06,3484.06,3484.06,3484.06,0
2016-12-21,3498.68,3498.68,3498.68,3498.68,0
2016-12-22,3497.75,3497.75,3497.75,3497.75,0
2016-12-23,3526.4,3526.4,3526.4,3526.4,0
2016-12-28,3595.16,3595.16,3595.16,3595.16,0
2016-12-29,3638.33,3638.33,3638.33,3638.33,0
2016-12-30,3668.26,3668.26,3668.26,3668.26,0
2017-01-03,3651.91,3651.91,3651.91,3651.91,0
2017-01-04,3691.09,3691.09,3691.09,3691.09,0
2017-01-05,3744.2,3744.2,3744.2,3744.2,0
2017-01-06,3746.93,3746.93,3746.93,3746.93,0
2017-01-09,3708.8,3708.8,3708.8,3708.8,0
2017-01-10,3754.15,3754.15,3754.15,3754.15,0
2017-01-11,3767.64,3767.64,3767.64,3767.64,0
2017-01-12,3761.71,3761.71,3761.71,3761.71,0
2017-01-13,3746.71,3746.71,3746.71,3746.71,0
2017-01-16,3717.89,3717.89,3717.89,3717.89,0
2017-01-17,3763.26,3763.26,3763.26,3763.26,0
2017-01-18,3810.36,3810.36,3810.36,3810.36,0
2017-01-19,3783.57,3783.57,3783.57,3783.57,0
2017-01-20,3766.41,3766.41,3766.41,3766.41,0
2017-01-23,3755.51,3755.51,3755.51,3755.51,0
2017-01-24,3805.19,3805.19,3805.19,3805.19,0
2017-01-25,3832.27,3832.27,3832.27,3832.27,0
2017-01-26,3868.87,3868.87,3868.87,3868.87,0
2017-01-27,3872.26,3872.26,3872.26,3872.26,0
2017-02-01,3842.29,3842.29,3842.29,3842.29,0
2017-02-02,3844.48,3844.48,3844.48,3844.48,0
2017-02-03,3855.12,3855.12,3855.12,3855.12,0
2017-02-06,3924.41,3924.41,3924.41,3924.41,0
2017-02-07,3973.99,3973.99,3973.99,3973.99,0
2017-02-08,4016.55,4016.55,4016.55,4016.55,0
2017-02-09,4015.39,4015.39,4015.39,4015.39,0
2017-02-10,4009.17,4009.17,4009.17,4009.17,0
2017-02-13,4091.24,4091.24,4091.24,4091.24,0
2017-02-14,4137.05,4137.05,4137.05,4137.05,0
2017-02-15,4156.3,4156.3,4156.3,4156.3,0
2017-02-16,4132.77,4132.77,4132.77,4132.77,0
2017-02-17,4105.43,4105.43,4105.43,4105.43,0
2017-02-20,4134.2,4134.2,4134.2,4134.2,0
2017-02-21,4075.66,4075.66,4075.66,4075.66,0
2017-02-22,4134.54,4134.54,4134.54,4134.54,0
2017-02-23,4112.2,4112.2,4112.2,4112.2,0
2017-02-24,4024.12,4024.12,4024.12,4024.12,0
2017-02-27,4049.95,4049.95,4049.95,4049.95,0
2017-02-28,4003.45,4003.45,4003.45,4003.45,0
2017-03-01,4035.11,4035.11,4035.11,4035.11,0
2017-03-02,4012.36,4012.36,4012.36,4012.36,0
2017-03-03,4022.97,4022.97,4022.97,4022.97,0
2017-03-06,4096.43,4096.43,4096.43,4096.43,0
2017-03-07,4140.85,4140.85,4140.85,4140.85,0
2017-03-08,4138.81,4138.81,4138.81,4138.81,0
2017-03-09,4093.25,4093.25,4093.25,4093.25,0
2017-03-10,4156.6,4156.6,4156.6,4156.6,0
2017-03-13,4274.25,4274.25,4274.25,4274.25,0
2017-03-14,4281.05,4281.05,4281.05,4281.05,0
2017-03-15,4379.24,4379.24,4379.24,4379.24,0
2017-03-16,4455.93,4455.93,4455.93,4455.93,0
2017-03-17,4559.32,4559.32,4559.32,4559.32,0
2017-03-20,4535.11,4535.11,4535.11,4535.11,0
2017-03-21,4499.64,4499.64,4499.64,4499.64,0
2017-03-22,4504.58,4504.58,4504.58,4504.58,0
2017-03-23,4595.45,4595.45,4595.45,4595.45,0
2017-03-24,4653.51,4653.51,4653.51,4653.51,0
2017-03-27,4498.67,4498.67,4498.67,4498.67,0
2017-03-28,4526.38,4526.38,4526.38,4526.38,0
2017-03-29,4525.01,4525.01,4525.01,4525.01,0
2017-03-30,4472.22,4472.22,4472.22,4472.22,0
2017-03-31,4505.92,4505.92,4505.92,4505.92,0
2017-04-03,4548.02,4548.02,4548.02,4548.02,0
2017-04-05,4531.58,4531.58,4531.58,4531.58,0
2017-04-06,4511.97,4511.97,4511.97,4511.97,0
2017-04-07,4507.84,4507.84,4507.84,4507.84,0
2017-04-10,4440.36,4440.36,4440.36,4440.36,0
2017-04-11,4417.35,4417.35,4417.35,4417.35,0
2017-04-12,4436.43,4436.43,4436.43,4436.43,0
2017-04-13,4425.52,4425.52,4425.52,4425.52,0
2017-04-18,4346.35,4346.35,4346.35,4346.35,0
2017-04-19,4412.38,4412.38,4412.38,4412.38,0
2017-04-20,4491.81,4491.81,4491.81,4491.81,0
2017-04-21,4528.45,4528.45,4528.45,4528.45,0
2017-04-24,4547.47,4547.47,4547.47,4547.47,0
2017-04-25,4604.87,4604.87,4604.87,4604.87,0
2017-04-26,4628.82,4628.82,4628.82,4628.82,0
2017-04-27,4670.52,4670.52,4670.52,4670.52,0
2017-04-28,4741.69,4741.69,4741.69,4741.69,0
2017-05-02,4758.68,4758.68,4758.68,4758.68,0
2017-05-04,4638.53,4638.53,4638.53,4638.53,0
2017-05-05,4605.77,4605.77,4605.77,4605.77,0
2017-05-08,4646.23,4646.23,4646.23,4646.23,0
2017-05-09,4691.93,4691.93,4691.93,4691.93,0
2017-05-10,4723.37,4723.37,4723.37,4723.37,0
2017-05-11,4626.84,4626.84,4626.84,4626.84,0
2017-05-12,4579.81,4579.81,4579.81,4579.81,0
2017-05-15,4601.58,4601.58,4601.58,4601.58,0
2017-05-16,4649.81,4649.81,4649.81,4649.81,0
2017-05-17,4619.38,4619.38,4619.38,4619.38,0
2017-05-18,4480.48,4480.48,4480.48,4480.48,0
2017-05-19,4471.69,4471.69,4471.69,4471.69,0
2017-05-22,4477.58,4477.58,4477.58,4477.58,0
2017-05-23,4432.79,4432.79,4432.79,4432.79,0
2017-05-24,4413.77,4413.77,4413.77,4413.77,0
2017-05-25,4410.34,4410.34,4410.34,4410.34,0
2017-05-26,4392.59,4392.59,4392.59,4392.59,0
2017-05-29,4398.33,4398.33,4398.33,4398.33,0
2017-05-31,4366.8,4366.8,4366.8,4366.8,0
2017-06-01,4386.35,4386.35,4386.35,4386.35,0
2017-06-02,4415.69,4415.69,4415.69,4415.69,0
2017-06-05,4386.6,4386.6,4386.6,4386.6,0
2017-06-06,4335.28,4335.28,4335.28,4335.28,0
2017-06-07,4429.6,4429.6,4429.6,4429.6,0
2017-06-08,4553.58,4553.58,4553.58,4553.58,0
2017-06-09,4567.72,4567.72,4567.72,4567.72,0
2017-06-12,4454.5,4454.5,4454.5,4454.5,0
2017-06-13,4475.15,4475.15,4475.15,4475.15,0
2017-06-14,4543.09,4543.09,4543.09,4543.09,0
2017-06-15,4486.27,4486.27,4486.27,4486.27,0
2017-06-16,4486.86,4486.86,4486.86,4486.86,0
2017-06-19,4519.6,4519.6,4519.6,4519.6,0
2017-06-20,4542.05,4542.05,4542.05,4542.05,0
2017-06-21,4584.17,4584.17,4584.17,4584.17,0
2017-06-22,4557.79,4557.79,4557.79,4557.79,0
2017-06-23,4590.63,4590.63,4590.63,4590.63,0
2017-06-26,4645.78,4645.78,4645.78,4645.78,0
2017-06-27,4646.8,4646.8,4646.8,4646.8,0
2017-06-28,4526.65,4526.65,4526.65,4526.65,0
2017-06-29,4549.08,4549.08,4549.08,4549.08,0
2017-06-30,4527.6,4527.6,4527.6,4527.6,0
2017-07-03,4530.0,4530.0,4530.0,4530.0,0
2017-07-04,4438.08,4438.08,4438.08,4438.08,0
2017-07-05,4516.09,4516.09,4516.09,4516.09,0
2017-07-06,4567.58,4567.58,4567.58,4567.58,0
2017-07-07,4589.38,4589.38,4589.38,4589.38,0
2017-07-10,4580.62,4580.62,4580.62,4580.62,0
2017-07-11,4612.17,4612.17,4612.17,4612.17,0
2017-07-12,4664.33,4664.33,4664.33,4664.33,0
2017-07-13,4759.44,4759.44,4759.44,4759.44,0
2017-07-14,4758.07,4758.07,4758.07,4758.07,0
2017-07-17,4791.32,4791.32,4791.32,4791.32,0
2017-07-18,4955.13,4955.13,4955.13,4955.13,0
2017-07-19,5151.05,5151.05,5151.05,5151.05,0
2017-07-20,5191.69,5191.69,5191.69,5191.69,0
2017-07-21,5062.72,5062.72,5062.72,5062.72,0
2017-07-24,5067.97,5067.97,5067.97,5067.97,0
2017-07-25,5057.13,5057.13,5057.13,5057.13,0
2017-07-26,4944.37,4944.37,4944.37,4944.37,0
2017-07-27,4930.4,4930.4,4930.4,4930.4,0
2017-07-28,4891.59,4891.59,4891.59,4891.59,0
2017-07-31,4914.98,4914.98,4914.98,4914.98,0
2017-08-01,4870.24,4870.24,4870.24,4870.24,0
2017-08-02,4933.42,4933.42,4933.42,4933.42,0
2017-08-03,4839.15,4839.15,4839.15,4839.15,0
2017-08-04,4887.86,4887.86,4887.86,4887.86,0
2017-08-07,5006.6,5006.6,5006.6,5006.6,0
2017-08-08,5067.35,5067.35,5067.35,5067.35,0
2017-08-09,5029.32,5029.32,5029.32,5029.32,0
2017-08-10,4987.23,4987.23,4987.23,4987.23,0
2017-08-11,4790.94,4790.94,4790.94,4790.94,0
2017-08-14,4958.43,4958.43,4958.43,4958.43,0
2017-08-15,4962.87,4962.87,4962.87,4962.87,0
2017-08-16,5015.03,5015.03,5015.03,5015.03,0
2017-08-17,4974.52,4974.52,4974.52,4974.52,0
2017-08-18,4948.06,4948.06,4948.06,4948.06,0
2017-08-21,4984.93,4984.93,4984.93,4984.93,0
2017-08-22,4994.27,4994.27,4994.27,4994.27,0
2017-08-24,5016.91,5016.91,5016.91,5016.91,0
2017-08-25,5078.14,5078.14,5078.14,5078.14,0
2017-08-28,5038.31,5038.31,5038.31,5038.31,0
2017-08-29,5060.2,5060.2,5060.2,5060.2,0
2017-08-30,5086.24,5086.24,5086.24,5086.24,0
2017-08-31,5127.41,5127.41,5127.41,5127.41,0
2017-09-01,5136.38,5136.38,5136.38,5136.38,0
2017-09-04,5118.99,5118.99,5118.99,5118.99,0
2017-09-05,5200.69,5200.69,5200.69,5200.69,0
2017-09-06,5163.68,5163.68,5163.68,5163.68,0
2017-09-07,5140.38,5140.38,5140.38,5140.38,0
2017-09-08,5083.09,5083.09,5083.09,5083.09,0
2017-09-11,5094.78,5094.78,5094.78,5094.78,0
2017-09-12,5192.19,5192.19,5192.19,5192.19,0
2017-09-13,5261.84,5261.84,5261.84,5261.84,0
2017-09-14,5255.31,5255.31,5255.31,5255.31,0
2017-09-15,5223.21,5223.21,5223.21,5223.21,0
2017-09-18,5318.29,5318.29,5318.29,5318.29,0
2017-09-19,5258.23,5258.23,5258.23,5258.23,0
2017-09-20,5317.71,5317.71,5317.71,5317.71,0
2017-09-21,5361.98,5361.98,5361.98,5361.98,0
2017-09-22,5311.46,5311.46,5311.46,5311.46,0
2017-09-25,5121.19,5121.19,5121.19,5121.19,0
2017-09-26,5097.89,5097.89,5097.89,5097.89,0
2017-09-27,5247.43,5247.43,5247.43,5247.43,0
2017-09-28,5233.44,5233.44,5233.44,5233.44,0
2017-09-29,5264.87,5264.87,5264.87,5264.87,0
2017-10-03,5394.01,5394.01,5394.01,5394.01,0
2017-10-04,5397.06,5397.06,5397.06,5397.06,0
2017-10-06,5528.32,5528.32,5528.32,5528.32,0
2017-10-09,5566.85,5566.85,5566.85,5566.85,0
2017-10-10,5661.57,5661.57,5661.57,5661.57,0
2017-10-11,5548.52,5548.52,5548.52,5548.52,0
2017-10-12,5568.68,5568.68,5568.68,5568.68,0
2017-10-13,5646.57,5646.57,5646.57,5646.57,0
2017-10-16,5672.55,5672.55,5672.55,5672.55,0
2017-10-17,5656.63,5656.63,5656.63,5656.63,0
2017-10-18,5602.48,5602.48,5602.48,5602.48,0
2017-10-19,5470.18,5470.18,5470.18,5470.18,0
2017-10-20,5616.69,5616.69,5616.69,5616.69,0
2017-10-23,5659.26,5659.26,5659.26,5659.26,0
2017-10-24,5549.47,5549.47,5549.47,5549.47,0
2017-10-25,5586.56,5586.56,5586.56,5586.56,0
2017-10-26,5554.77,5554.77,5554.77,5554.77,0
2017-10-27,5507.76,5507.76,5507.76,5507.76,0
2017-10-30,5603.97,5603.97,5603.97,5603.97,0
2017-10-31,5626.91,5626.91,5626.91,5626.91,0
2017-11-01,5764.44,5764.44,5764.44,5764.44,0
2017-11-02,5717.17,5717.17,5717.17,5717.17,0
2017-11-03,5777.41,5777.41,5777.41,5777.41,0
2017-11-06,5896.25,5896.25,5896.25,5896.25,0
2017-11-07,5922.46,5922.46,5922.46,5922.46,0
2017-11-08,5897.7,5897.7,5897.7,5897.7,0
2017-11-09,6081.98,6081.98,6081.98,6081.98,0
2017-11-10,6126.08,6126.08,6126.08,6126.08,0
2017-11-13,6247.36,6247.36,6247.36,6247.36,0
2017-11-14,6142.86,6142.86,6142.86,6142.86,0
2017-11-15,5907.42,5907.42,5907.42,5907.42,0
2017-11-16,5915.81,5915.81,5915.81,5915.81,0
2017-11-17,5877.98,5877.98,5877.98,5877.98,0
2017-11-20,5960.54,5960.54,5960.54,5960.54,0
2017-11-21,5998.96,5998.96,5998.96,5998.96,0
2017-11-22,6060.01,6060.01,6060.01,6060.01,0
2017-11-23,5926.71,5926.71,5926.71,5926.71,0
2017-11-24,5917.37,5917.37,5917.37,5917.37,0
2017-11-27,5756.14,5756.14,5756.14,5756.14,0
2017-11-28,5817.76,5817.76,5817.76,5817.76,0
2017-11-29,5740.8,5740.8,5740.8,5740.8,0
2017-11-30,5598.83,5598.83,5598.83,5598.83,0
2017-12-01,5576.66,5576.66,5576.66,5576.66,0
2017-12-04,5635.86,5635.86,5635.86,5635.86,0
2017-12-05,5476.13,5476.13,5476.13,5476.13,0
2017-12-06,5206.72,5206.72,5206.72,5206.72,0
2017-12-07,5220.07,5220.07,5220.07,5220.07,0
2017-12-08,5367.52,5367.52,5367.52,5367.52,0
2017-12-11,5459.49,5459.49,5459.49,5459.49,0
2017-12-12,5347.68,5347.68,5347.68,5347.68,0
2017-12-13,5363.14,5363.14,5363.14,5363.14,0
2017-12-14,5319.49,5319.49,5319.49,5319.49,0
2017-12-15,5278.07,5278.07,5278.07,5278.07,0
2017-12-18,5202.34,5202.34,5202.34,5202.34,0
2017-12-19,5311.61,5311.61,5311.61,5311.61,0
2017-12-20,5274.84,5274.84,5274.84,5274.84,0
2017-12-21,5352.5,5352.5,5352.5,5352.5,0
2017-12-22,5416.62,5416.62,5416.62,5416.62,0
2017-12-27,5362.7,5362.7,5362.7,5362.7,0
2017-12-28,5526.83,5526.83,5526.83,5526.83,0
2017-12-29,5549.89,5549.89,5549.89,5549.89,0
2018-01-02,5637.56,5637.56,5637.56,5637.56,0
2018-01-03,5702.2,5702.2,5702.2,5702.2,0
2018-01-04,5752.27,5752.27,5752.27,5752.27,0
2018-01-05,5759.7,5759.7,5759.7,5759.7,0
2018-01-08,5752.36,5752.36,5752.36,5752.36,0
2018-01-09,5778.2,5778.2,5778.2,5778.2,0
2018-01-10,5712.15,5712.15,5712.15,5712.15,0
2018-01-11,5790.61,5790.61,5790.61,5790.61,0
2018-01-12,5812.6,5812.6,5812.6,5812.6,0
2018-01-15,5643.45,5643.45,5643.45,5643.45,0
2018-01-16,5704.08,5704.08,5704.08,5704.08,0
2018-01-17,5660.27,5660.27,5660.27,5660.27,0
2018-01-18,5610.05,5610.05,5610.05,5610.05,0
2018-01-19,5664.72,5664.72,5664.72,5664.72,0
2018-01-22,5728.94,5728.94,5728.94,5728.94,0
2018-01-23,5756.36,5756.36,5756.36,5756.36,0
2018-01-24,5749.34,5749.34,5749.34,5749.34,0
2018-01-25,5679.01,5679.01,5679.01,5679.01,0
2018-01-26,5697.1,5697.1,5697.1,5697.1,0
2018-01-29,5547.09,5547.09,5547.09,5547.09,0
2018-01-30,5496.93,5496.93,5496.93,5496.93,0
2018-01-31,5547.43,5547.43,5547.43,5547.43,0
2018-02-01,5493.43,5493.43,5493.43,5493.43,0
2018-02-02,5555.3,5555.3,5555.3,5555.3,0
2018-02-05,5471.22,5471.22,5471.22,5471.22,0
2018-02-06,5110.76,5110.76,5110.76,5110.76,0
2018-02-07,5117.08,5117.08,5117.08,5117.08,0
2018-02-08,5177.15,5177.15,5177.15,5177.15,0
2018-02-09,5026.69,5026.69,5026.69,5026.69,0
2018-02-12,5037.84,5037.84,5037.84,5037.84,0
2018-02-13,5161.89,5161.89,5161.89,5161.89,0
2018-02-14,5249.19,5249.19,5249.19,5249.19,0
2018-02-15,5358.49,5358.49,5358.49,5358.49,0
2018-02-20,5443.32,5443.32,5443.32,5443.32,0
2018-02-21,5498.94,5498.94,5498.94,5498.94,0
2018-02-22,5460.2,5460.2,5460.2,5460.2,0
2018-02-23,5499.32,5499.32,5499.32,5499.32,0
2018-02-26,5626.08,5626.08,5626.08,5626.08,0
2018-02-27,5592.04,5592.04,5592.04,5592.04,0
2018-02-28,5561.59,5561.59,5561.59,5561.59,0
2018-03-01,5646.96,5646.96,5646.96,5646.96,0
2018-03-02,5559.54,5559.54,5559.54,5559.54,0
2018-03-05,5463.95,5463.95,5463.95,5463.95,0
2018-03-06,5596.29,5596.29,5596.29,5596.29,0
2018-03-07,5568.07,5568.07,5568.07,5568.07,0
2018-03-08,5631.29,5631.29,5631.29,5631.29,0
2018-03-09,5748.8,5748.8,5748.8,5748.8,0
2018-03-12,5844.46,5844.46,5844.46,5844.46,0
2018-03-13,5843.12,5843.12,5843.12,5843.12,0
2018-03-14,5815.37,5815.37,5815.37,5815.37,0
2018-03-15,5823.2,5823.2,5823.2,5823.2,0
2018-03-16,5798.89,5798.89,5798.89,5798.89,0
2018-03-19,5801.9,5801.9,5801.9,5801.9,0
2018-03-20,5890.21,5890.21,5890.21,5890.21,0
2018-03-21,5791.24,5791.24,5791.24,5791.24,0
2018-03-22,5668.56,5668.56,5668.56,5668.56,0
2018-03-23,5455.32,5455.32,5455.32,5455.32,0
2018-03-26,5534.43,5534.43,5534.43,5534.43,0
2018-03-27,5606.05,5606.05,5606.05,5606.05,0
2018-03-28,5345.45,5345.45,5345.45,5345.45,0
2018-03-29,5308.46,5308.46,5308.46,5308.46,0
2018-04-03,5335.67,5335.67,5335.67,5335.67,0
2018-04-04,5164.58,5164.58,5164.58,5164.58,0
2018-04-06,5164.67,5164.67,5164.67,5164.67,0
2018-04-09,5285.24,5285.24,5285.24,5285.24,0
2018-04-10,5421.46,5421.46,5421.46,5421.46,0
2018-04-11,5377.93,5377.93,5377.93,5377.93,0
2018-04-12,5346.06,5346.06,5346.06,5346.06,0
2018-04-13,5320.43,5320.43,5320.43,5320.43,0
2018-04-16,5287.29,5287.29,5287.29,5287.29,0
2018-04-17,5169.25,5169.25,5169.25,5169.25,0
2018-04-18,5182.98,5182.98,5182.98,5182.98,0
2018-04-19,5266.23,5266.23,5266.23,5266.23,0
2018-04-20,5139.73,5139.73,5139.73,5139.73,0
2018-04-23,5045.85,5045.85,5045.85,5045.85,0
2018-04-24,5095.82,5095.82,5095.82,5095.82,0
2018-04-25,5009.0,5009.0,5009.0,5009.0,0
2018-04-26,4856.64,4856.64,4856.64,4856.64,0
2018-04-27,4909.5,4909.5,4909.5,4909.5,0
2018-04-30,5005.22,5005.22,5005.22,5005.22,0
2018-05-02,5023.57,5023.57,5023.57,5023.57,0
2018-05-03,5004.52,5004.52,5004.52,5004.52,0
2018-05-04,4966.02,4966.02,4966.02,4966.02,0
2018-05-07,4957.35,4957.35,4957.35,4957.35,0
2018-05-08,5074.66,5074.66,5074.66,5074.66,0
2018-05-09,5081.66,5081.66,5081.66,5081.66,0
2018-05-10,5175.41,5175.41,5175.41,5175.41,0
2018-05-11,5152.68,5152.68,5152.68,5152.68,0
2018-05-14,5236.05,5236.05,5236.05,5236.05,0
2018-05-15,5184.22,5184.22,5184.22,5184.22,0
2018-05-16,5206.81,5206.81,5206.81,5206.81,0
2018-05-17,5236.71,5236.71,5236.71,5236.71,0
2018-05-18,5214.82,5214.82,5214.82,5214.82,0
2018-05-21,5260.18,5260.18,5260.18,5260.18,0
2018-05-23,5241.12,5241.12,5241.12,5241.12,0
2018-05-24,5290.39,5290.39,5290.39,5290.39,0
2018-05-25,5296.96,5296.96,5296.96,5296.96,0
2018-05-28,5375.91,5375.91,5375.91,5375.91,0
2018-05-29,5340.0,5340.0,5340.0,5340.0,0
2018-05-30,5294.26,5294.26,5294.26,5294.26,0
2018-05-31,5356.99,5356.99,5356.99,5356.99,0
2018-06-01,5340.85,5340.85,5340.85,5340.85,0
2018-06-04,5408.24,5408.24,5408.24,5408.24,0
2018-06-05,5468.51,5468.51,5468.51,5468.51,0
2018-06-06,5606.18,5606.18,5606.18,5606.18,0
2018-06-07,5589.81,5589.81,5589.81,5589.81,0
2018-06-08,5505.17,5505.17,5505.17,5505.17,0
2018-06-11,5572.69,5572.69,5572.69,5572.69,0
2018-06-12,5598.2,5598.2,5598.2,5598.2,0
2018-06-13,5464.73,5464.73,5464.73,5464.73,0
2018-06-14,5366.03,5366.03,5366.03,5366.03,0
2018-06-15,5333.47,5333.47,5333.47,5333.47,0
2018-06-19,5074.46,5074.46,5074.46,5074.46,0
2018-06-20,5144.13,5144.13,5144.13,5144.13,0
2018-06-21,5068.11,5068.11,5068.11,5068.11,0
2018-06-22,5118.64,5118.64,5118.64,5118.64,0
2018-06-25,5023.09,5023.09,5023.09,5023.09,0
2018-06-26,4987.7,4987.7,4987.7,4987.7,0
2018-06-27,4794.87,4794.87,4794.87,4794.87,0
2018-06-28,4806.85,4806.85,4806.85,4806.85,0
2018-06-29,5002.23,5002.23,5002.23,5002.23,0
2018-07-03,4932.99,4932.99,4932.99,4932.99,0
2018-07-04,4770.8,4770.8,4770.8,4770.8,0
2018-07-05,4719.52,4719.52,4719.52,4719.52,0
2018-07-06,4753.34,4753.34,4753.34,4753.34,0
2018-07-09,4887.89,4887.89,4887.89,4887.89,0
2018-07-10,4819.58,4819.58,4819.58,4819.58,0
2018-07-11,4771.11,4771.11,4771.11,4771.11,0
2018-07-12,4945.74,4945.74,4945.74,4945.74,0
2018-07-13,5008.75,5008.75,5008.75,5008.75,0
2018-07-16,5022.16,5022.16,5022.16,5022.16,0
2018-07-17,4932.65,4932.65,4932.65,4932.65,0
2018-07-18,4906.77,4906.77,4906.77,4906.77,0
2018-07-19,4847.24,4847.24,4847.24,4847.24,0
2018-07-20,4830.53,4830.53,4830.53,4830.53,0
2018-07-23,4799.09,4799.09,4799.09,4799.09,0
2018-07-24,4873.02,4873.02,4873.02,4873.02,0
2018-07-25,4918.92,4918.92,4918.92,4918.92,0
2018-07-26,4854.27,4854.27,4854.27,4854.27,0
2018-07-27,4892.27,4892.27,4892.27,4892.27,0
2018-07-30,4815.94,4815.94,4815.94,4815.94,0
2018-07-31,4686.55,4686.55,4686.55,4686.55,0
2018-08-01,4687.49,4687.49,4687.49,4687.49,0
2018-08-02,4576.89,4576.89,4576.89,4576.89,0
2018-08-03,4497.4,4497.4,4497.4,4497.4,0
2018-08-06,4468.66,4468.66,4468.66,4468.66,0
2018-08-07,4581.21,4581.21,4581.21,4581.21,0
2018-08-08,4597.0,4597.0,4597.0,4597.0,0
2018-08-09,4726.44,4726.44,4726.44,4726.44,0
2018-08-10,4730.61,4730.61,4730.61,4730.61,0
2018-08-13,4621.48,4621.48,4621.48,4621.48,0
2018-08-14,4333.8,4333.8,4333.8,4333.8,0
2018-08-15,4157.61,4157.61,4157.61,4157.61,0
2018-08-16,4115.83,4115.83,4115.83,4115.83,0
2018-08-17,4120.63,4120.63,4120.63,4120.63,0
2018-08-20,4199.03,4199.03,4199.03,4199.03,0
2018-08-21,4368.6,4368.6,4368.6,4368.6,0
2018-08-22,4373.03,4373.03,4373.03,4373.03,0
2018-08-23,4394.84,4394.84,4394.84,4394.84,0
2018-08-24,4338.29,4338.29,4338.29,4338.29,0
2018-08-27,4456.74,4456.74,4456.74,4456.74,0
2018-08-28,4448.97,4448.97,4448.97,4448.97,0
2018-08-29,4464.8,4464.8,4464.8,4464.8,0
2018-08-30,4416.56,4416.56,4416.56,4416.56,0
2018-08-31,4387.95,4387.95,4387.95,4387.95,0
2018-09-03,4309.32,4309.32,4309.32,4309.32,0
2018-09-04,4403.18,4403.18,4403.18,4403.18,0
2018-09-05,4299.75,4299.75,4299.75,4299.75,0
2018-09-06,4219.89,4219.89,4219.89,4219.89,0
2018-09-07,4219.85,4219.85,4219.85,4219.85,0
2018-09-10,4081.53,4081.53,4081.53,4081.53,0
2018-09-11,4039.7,4039.7,4039.7,4039.7,0
2018-09-12,4017.13,4017.13,4017.13,4017.13,0
2018-09-13,4170.23,4170.23,4170.23,4170.23,0
2018-09-14,4234.91,4234.91,4234.91,4234.91,0
2018-09-17,4126.91,4126.91,4126.91,4126.91,0
2018-09-18,4188.19,4188.19,4188.19,4188.19,0
2018-09-19,4253.18,4253.18,4253.18,4253.18,0
2018-09-20,4255.39,4255.39,4255.39,4255.39,0
2018-09-21,4367.26,4367.26,4367.26,4367.26,0
2018-09-24,4287.3,4287.3,4287.3,4287.3,0
2018-09-26,4339.89,4339.89,4339.89,4339.89,0
2018-09-27,4325.72,4325.72,4325.72,4325.72,0
2018-09-28,4341.42,4341.42,4341.42,4341.42,0
2018-10-02,4288.69,4288.69,4288.69,4288.69,0
2018-10-03,4293.06,4293.06,4293.06,4293.06,0
2018-10-04,4200.48,4200.48,4200.48,4200.48,0
2018-10-05,4056.44,4056.44,4056.44,4056.44,0
2018-10-08,3918.76,3918.76,3918.76,3918.76,0
2018-10-09,3902.88,3902.88,3902.88,3902.88,0
2018-10-10,3863.03,3863.03,3863.03,3863.03,0
2018-10-11,3590.76,3590.76,3590.76,3590.76,0
2018-10-12,3745.62,3745.62,3745.62,3745.62,0
2018-10-15,3689.31,3689.31,3689.31,3689.31,0
2018-10-16,3707.81,3707.81,3707.81,3707.81,0
2018-10-18,3713.06,3713.06,3713.06,3713.06,0
2018-10-19,3741.58,3741.58,3741.58,3741.58,0
2018-10-22,3850.93,3850.93,3850.93,3850.93,0
2018-10-23,3689.98,3689.98,3689.98,3689.98,0
2018-10-24,3613.64,3613.64,3613.64,3613.64,0
2018-10-25,3509.81,3509.81,3509.81,3509.81,0
2018-10-26,3418.55,3418.55,3418.55,3418.55,0
2018-10-29,3388.31,3388.31,3388.31,3388.31,0
2018-10-30,3352.88,3352.88,3352.88,3352.88,0
2018-10-31,3488.15,3488.15,3488.15,3488.15,0
2018-11-01,3633.35,3633.35,3633.35,3633.35,0
2018-11-02,3916.73,3916.73,3916.73,3916.73,0
2018-11-05,3824.84,3824.84,3824.84,3824.84,0
2018-11-06,3820.66,3820.66,3820.66,3820.66,0
2018-11-07,3836.46,3836.46,3836.46,3836.46,0
2018-11-08,3782.3,3782.3,3782.3,3782.3,0
2018-11-09,3714.49,3714.49,3714.49,3714.49,0
2018-11-12,3701.01,3701.01,3701.01,3701.01,0
2018-11-13,3737.12,3737.12,3737.12,3737.12,0
2018-11-14,3711.82,3711.82,3711.82,3711.82,0
2018-11-15,3814.0,3814.0,3814.0,3814.0,0
2018-11-16,3853.96,3853.96,3853.96,3853.96,0
2018-11-19,3897.33,3897.33,3897.33,3897.33,0
2018-11-20,3753.81,3753.81,3753.81,3753.81,0
2018-11-21,3806.94,3806.94,3806.94,3806.94,0
2018-11-22,3788.71,3788.71,3788.71,3788.71,0
2018-11-23,3725.33,3725.33,3725.33,3725.33,0
2018-11-26,3753.42,3753.42,3753.42,3753.42,0
2018-11-27,3780.28,3780.28,3780.28,3780.28,0
